Id,EventId,PartyPowerWeight,Name,Details,ViewAbilityGroupId1,ViewAbilityGroupId2,ViewAbilityGroupId3,AbilityIconName,UnitType,ElementalType,WeaponType,OnSkill,ConditionType,ExpireCondition,ConditionValue,Probability,OccurenceNum,MaxCount,CoolTime,TargetAction,ShiftGroupId,HeadText,AbilityType1,VariousId1a,VariousId1b,VariousId1c,VariousId1str,AbilityLimitedGroupId1,TargetAction1,AbilityType1UpValue,AbilityType2,VariousId2a,VariousId2b,VariousId2c,VariousId2str,AbilityLimitedGroupId2,TargetAction2,AbilityType2UpValue,AbilityType3,VariousId3a,VariousId3b,VariousId3c,VariousId3str,AbilityLimitedGroupId3,TargetAction3,AbilityType3UpValue
13,0,50,【火】龙化槽下降抗性,装备角色属性为{element_owner}时，\n使敌人能力“龙化槽下降”无效。,10102,0,0,Icon_Ability_1030014,1,1,0,0,0,0,0,0,0,0,0,0,0,,37,5,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
14,0,100,【火】克制真碧龙＋{ability_val0}%,装备角色属性为{element_owner}时，\n对“真耶梦加得”造成的伤害提升{ability_val0}%。,10101,0,0,Icon_Ability_1100001,1,1,0,0,0,0,0,0,0,0,0,0,0,,30,3,0,0,,20,0,30,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
15,0,50,【火】开场技能槽＋50%,装备角色属性为{element_owner}时，\n任务开始时技能槽提升50%。,10104,0,0,Icon_Ability_1010007,1,1,0,0,15,0,0,0,0,0,0,0,0,技能槽提升,17,0,0,0,,30,0,50,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
16,0,100,Feel My Heart,完成任务时获得的玩家经验值提升10%。\n此能力不与其它“提升玩家经验值的能力”重复，\n仅发挥效果最大的能力。,19901,0,0,Icon_Ability_1010003,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,0,0,0,,52,0,10,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
17,0,80,烧伤特效＋25%,对进入“烧伤”状态的敌人造成的伤害提升25%。,10101,0,0,Icon_Ability_1070002,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,2,0,0,,2,0,25,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
18,0,80,【火】技能增强＋8%,装备角色属性为火时，\n技能槽上升率提升8%。,10104,0,0,Icon_Ability_1020004,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,4,0,0,,40,0,8,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
19,0,70,【火】攻击&风抗性提升Ⅰ,装备角色属性为{element_owner}时，\n角色的攻击力提升35%，风属性抗性提升15%。,10101,10303,0,Icon_Ability_1020023,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,,0,0,35,28,3,0,0,,0,0,15,0,0,0,0,,0,0,0
20,0,100,【火】攻击&风抗性提升Ⅱ,装备角色属性为{element_owner}时，\n角色的攻击力提升50%，风属性抗性提升15%。,10101,10303,0,Icon_Ability_1020023,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,,0,0,50,28,3,0,0,,0,0,15,0,0,0,0,,0,0,0
21,0,80,电闪蓄力Ⅰ,“带电”状态时攻击力提升20%。,10101,0,0,Icon_Ability_1020024,0,0,0,0,4,0,0,0,0,0,0,0,0,,1,2,0,0,,0,0,20,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
22,0,100,电闪蓄力Ⅱ,“带电”状态时攻击力提升25%。,10101,0,0,Icon_Ability_1020024,0,0,0,0,4,0,0,0,0,0,0,0,0,,1,2,0,0,,0,0,25,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
23,0,60,【剑】技能伤害＋30%,装备角色的武器种类为剑时，\n攻击技能造成的伤害提升30%。,10101,0,0,Icon_Ability_1010002,0,0,1,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,,32,6,30,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
24,0,80,【剑】技能伤害＋35%,装备角色的武器种类为剑时，\n攻击技能造成的伤害提升35%。,10101,0,0,Icon_Ability_1010002,0,0,1,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,,32,6,35,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
25,0,60,【光】异常状态无效Ⅰ,装备角色属性为光时，\n任务中最多1次免于进入异常状态。,10102,0,0,Icon_Ability_1030012,1,4,0,0,15,1,0,0,1,0,0,0,0,异常状态无效×1,2,99,0,0,,129,0,100,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
26,0,80,【光】异常状态无效Ⅱ,装备角色属性为光时，\n任务中最多3次免于进入异常状态。,10102,0,0,Icon_Ability_1030012,1,4,0,0,15,1,0,0,3,0,0,0,0,异常状态无效×3,2,99,0,0,,129,0,100,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
27,0,80,【暗】技能增强＋4%,装备角色属性为暗时，\n技能槽上升率提升4%。,10104,0,0,Icon_Ability_1020004,1,5,0,0,0,0,0,0,0,0,0,0,0,,1,4,0,0,,40,0,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
28,0,85,【暗】技能增强＋5%,装备角色属性为暗时，\n技能槽上升率提升5%。,10104,0,0,Icon_Ability_1020004,1,5,0,0,0,0,0,0,0,0,0,0,0,,1,4,0,0,,40,0,5,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
30,0,40,【水】狮子奋进·攻＋{ability_val0}%,装备角色属性为{element_owner}时，\n每打倒5个敌人\n即发动【攻击力提升{ability_val0}%的增益】。\n此效果每次任务最多发动5次。,10101,0,0,Icon_Ability_1020002,1,2,0,0,11,0,5,0,0,5,0,0,0,,14,302040301,0,0,,54,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
31,20812,0,调查度＋25%,完成任务时获得的【调查度】提升25%。,19801,0,0,Icon_Ability_1120005,0,0,0,0,0,0,0,0,0,0,0,0,0,ABILITY_HEADTEXT_31,33,0,0,0,,99,0,25,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
32,20812,0,调查度＋50%,完成任务时获得的【调查度】提升50%。,19801,0,0,Icon_Ability_1120005,0,0,0,0,0,0,0,0,0,0,0,0,0,ABILITY_HEADTEXT_32,33,0,0,0,,99,0,50,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
33,20812,0,调查度＋100%,完成任务时获得的【调查度】提升100%。,19801,0,0,Icon_Ability_1120005,0,0,0,0,0,0,0,0,0,0,0,0,0,ABILITY_HEADTEXT_33,33,0,0,0,,99,0,100,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
34,20812,0,调查度＋150%,完成任务时获得的【调查度】提升150%。,19801,0,0,Icon_Ability_1120005,0,0,0,0,0,0,0,0,0,0,0,0,0,ABILITY_HEADTEXT_34,33,0,0,0,,99,0,150,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
35,20812,0,启封的魔道书＋25%,完成任务时获得的【启封的魔道书】提升25%。,19801,0,0,Icon_Ability_1110001,0,0,0,0,0,0,0,0,0,0,0,0,0,ABILITY_HEADTEXT_35,34,0,0,0,,104,0,25,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
36,20812,0,启封的魔道书＋50%,完成任务时获得的【启封的魔道书】提升50%。,19801,0,0,Icon_Ability_1110001,0,0,0,0,0,0,0,0,0,0,0,0,0,ABILITY_HEADTEXT_36,34,0,0,0,,104,0,50,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
37,20812,0,启封的魔道书＋75%,完成任务时获得的【启封的魔道书】提升75%。,19801,0,0,Icon_Ability_1110001,0,0,0,0,0,0,0,0,0,0,0,0,0,ABILITY_HEADTEXT_37,34,0,0,0,,104,0,75,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
39,0,70,【光】攻击&暗抗性提升Ⅰ,装备角色属性为{element_owner}时，\n角色的攻击力提升35%，暗属性抗性提升15%。,10101,10305,0,Icon_Ability_1020023,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,,0,0,35,28,5,0,0,,0,0,15,0,0,0,0,,0,0,0
40,0,100,【光】攻击&暗抗性提升Ⅱ,装备角色属性为{element_owner}时，\n角色的攻击力提升50%，暗属性抗性提升15%。,10101,10305,0,Icon_Ability_1020023,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,,0,0,50,28,5,0,0,,0,0,15,0,0,0,0,,0,0,0
41,0,35,【暗】HP30% 攻＋35%,装备角色属性为{element_owner}且HP在30%以上时，\n攻击力提升35%。,10101,0,0,Icon_Ability_1020002,1,0,0,0,1,0,30,0,0,0,0,0,0,,1,2,0,0,,42,0,35,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
42,0,50,【暗】HP30% 攻＋50%,装备角色属性为{element_owner}且HP在30%以上时，\n攻击力提升50%。,10101,0,0,Icon_Ability_1020002,1,0,0,0,1,0,30,0,0,0,0,0,0,,1,2,0,0,,42,0,50,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
43,0,35,月夜嚎者Ⅰ,装备角色属性为{element_owner}且HP在30%以下时，\n20秒内自身获得【染血之舌】的效果。\n【染血之舌】效果期间\n可使HP最大值50%以下的伤害无效1次，\n并提升攻击力20%。\n【染血之舌】效果不会重复，并在受到攻击后解除。,10102,0,0,Icon_Ability_1020022,1,0,0,0,14,0,30,0,0,0,0,0,9,,14,248,0,0,,75,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
44,0,50,月夜嚎者Ⅱ,装备角色属性为{element_owner}且HP在30%以下时，\n20秒内自身获得【染血之舌】的效果。\n【染血之舌】效果期间\n可使HP最大值60%以下的伤害无效1次，\n并提升攻击力30%。\n【染血之舌】效果不会重复，并在受到攻击后解除。,10102,0,0,Icon_Ability_1020022,1,0,0,0,14,0,30,0,0,0,0,0,9,,14,249,0,0,,75,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
45,0,0,,,0,0,0,Icon_Ability_1020002,0,0,0,0,28,0,100,0,0,0,0,0,0,,14,52,0,0,,114,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
46,0,60,不死族抗性＋15%,来自“不死族”的伤害减少15%。,10501,0,0,Icon_Ability_1050005,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,5,0,0,,25,0,15,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
47,0,0,角色经验值＋100%,完成任务时获得的角色经验值提升100%。,19901,0,0,Icon_Ability_1010003,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,0,0,0,,110,0,100,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
48,0,0,角色经验值＋150%,完成任务时获得的角色经验值提升150%。,19901,0,0,Icon_Ability_1010003,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,0,0,0,,110,0,150,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
49,0,20,克制魔法生物＋10%,对“魔法生物”造成的伤害提升10%。,10401,0,0,Icon_Ability_1060001,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,1,0,0,,10,0,10,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
50,0,20,【火】克制魔法生物＋10%,装备角色属性为{element_owner}时，\n对“魔法生物”造成的伤害提升10%。,10401,0,0,Icon_Ability_1060001,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,1,0,0,,10,0,10,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
51,0,40,【火】克制魔法生物＋15%,装备角色属性为{element_owner}时，\n对“魔法生物”造成的伤害提升15%。,10401,0,0,Icon_Ability_1060001,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,1,0,0,,10,0,15,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
54,0,20,【水】克制魔法生物＋10%,装备角色属性为{element_owner}时，\n对“魔法生物”造成的伤害提升10%。,10401,0,0,Icon_Ability_1060001,1,2,0,0,0,0,0,0,0,0,0,0,0,,5,1,0,0,,10,0,10,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
55,0,40,【水】克制魔法生物＋15%,装备角色属性为{element_owner}时，\n对“魔法生物”造成的伤害提升15%。,10401,0,0,Icon_Ability_1060001,1,2,0,0,0,0,0,0,0,0,0,0,0,,5,1,0,0,,10,0,15,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
58,0,20,克制自然生物＋10%,对“自然生物”造成的伤害提升10%。,10401,0,0,Icon_Ability_1060002,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,2,0,0,,11,0,10,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
59,0,20,【火】克制自然生物＋10%,装备角色属性为{element_owner}时，\n对“自然生物”造成的伤害提升10%。,10401,0,0,Icon_Ability_1060002,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,2,0,0,,11,0,10,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
60,0,40,【火】克制自然生物＋15%,装备角色属性为{element_owner}时，\n对“自然生物”造成的伤害提升15%。,10401,0,0,Icon_Ability_1060002,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,2,0,0,,11,0,15,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
61,0,20,【火】HP70% 防＋3%,装备角色属性为{element_owner}且HP在70%以上时，\n防御力提升3%。,10102,0,0,Icon_Ability_1020003,1,1,0,0,1,0,70,0,0,0,0,0,0,,1,3,0,0,,43,0,3,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
62,0,40,【火】HP70% 防＋5%,装备角色属性为{element_owner}且HP在70%以上时，\n防御力提升5%。,10102,0,0,Icon_Ability_1020003,1,1,0,0,1,0,70,0,0,0,0,0,0,,1,3,0,0,,43,0,5,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
63,0,40,【火】开场技能槽＋25%,装备角色属性为{element_owner}时，\n任务开始时技能槽提升25%。,10104,0,0,Icon_Ability_1010007,1,1,0,0,15,0,0,0,0,0,0,0,0,技能槽提升,17,0,0,0,,30,0,25,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
64,0,40,【光】开场技能槽＋25%,装备角色属性为{element_owner}时，\n任务开始时技能槽提升25%。,10104,0,0,Icon_Ability_1010007,1,4,0,0,15,0,0,0,0,0,0,0,0,技能槽提升,17,0,0,0,,30,0,25,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
65,0,60,【光】开场技能槽＋50%,装备角色属性为{element_owner}时，\n任务开始时技能槽提升50%。,10104,0,0,Icon_Ability_1010007,1,4,0,0,15,0,0,0,0,0,0,0,0,技能槽提升,17,0,0,0,,30,0,50,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
66,0,50,【火】技能增强＋4%,装备角色属性为{element_owner}时，\n技能槽上升率提升4%。,10104,0,0,Icon_Ability_1020004,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,4,0,0,,40,0,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
67,0,40,【光】昏迷特效＋15%,装备角色属性为{element_owner}时，\n对进入“昏迷”状态的敌人造成的伤害提升15%。,10101,0,0,Icon_Ability_1070006,1,4,0,0,0,0,0,0,0,0,0,0,0,,20,6,0,0,,6,0,15,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
68,0,40,【光】回复技能效果＋5%,装备角色属性为{element_owner}时，\n回复技能效果提升5%。,10103,0,0,Icon_Ability_1020009,1,4,0,0,0,0,0,0,0,0,0,0,0,,8,0,0,0,,29,6,5,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
69,0,60,【水】狮子奋进·攻＋{ability_val0}%,装备角色属性为{element_owner}时，\n每打倒5个敌人\n即发动【攻击力提升{ability_val0}%的增益】。\n此效果每次任务最多发动5次。,10101,0,0,Icon_Ability_1020002,1,2,0,0,11,0,5,0,0,5,0,0,0,,14,302040401,0,0,,54,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
72,0,40,【水】HP70% 攻＋5%,装备角色属性为{element_owner}且HP在70%以上时，\n攻击力提升5%。,10101,0,0,Icon_Ability_1020002,1,2,0,0,1,0,70,0,0,0,0,0,0,,1,2,0,0,,42,0,5,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
76,0,50,【暗】卷刃抗性,装备角色属性为{element_owner}时，\n使敌人能力“卷刃”无效。,10102,0,0,Icon_Ability_1030013,1,5,0,0,0,0,0,0,0,0,0,0,0,,37,3,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
78,0,70,铁壁豪气Ⅰ,进入“冰冻”、“湿身”状态的概率下降50%。,10203,10209,0,Icon_Ability_1030016,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,3,0,0,,0,0,50,2,9,0,0,,0,0,50,0,0,0,0,,0,0,0
79,0,100,铁壁豪气Ⅱ,进入“冰冻”、“湿身”状态的概率下降100%。,10203,10209,0,Icon_Ability_1030016,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,3,0,0,,0,0,100,2,9,0,0,,0,0,100,0,0,0,0,,0,0,0
82,0,80,25连击会心威力＋{ability_val0}%,每{ability_cond0}次连击\n即发动【20秒内暴击伤害倍率提升{ability_val0}%的增益】。,10101,0,0,Icon_Ability_1020011,0,0,0,0,21,0,25,100,0,0,0,0,0,,14,315010101,0,0,,115,0,0,0,9,0,0,,0,0,0,0,0,0,0,,0,0,0
83,0,100,20连击会心威力＋{ability_val0}%,每{ability_cond0}次连击\n即发动【20秒内暴击伤害倍率提升{ability_val0}%的增益】。,10101,0,0,Icon_Ability_1020011,0,0,0,0,21,0,20,100,0,0,0,0,0,,14,315010101,0,0,,115,0,0,0,9,0,0,,0,0,0,0,0,0,0,,0,0,0
84,0,60,HP70% 技能增强＋6%,HP在70%以上时技能槽上升率提升6%。,10104,0,0,Icon_Ability_1020004,0,0,0,0,1,0,70,0,0,0,0,0,0,,1,4,0,0,,40,0,6,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
85,0,80,HP70% 技能增强＋8%,HP在70%以上时技能槽上升率提升8%。,10104,0,0,Icon_Ability_1020004,0,0,0,0,1,0,70,0,0,0,0,0,0,,1,4,0,0,,40,0,8,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
86,0,20,【风】克制魔法生物＋10%,装备角色属性为{element_owner}时，\n对“魔法生物”造成的伤害提升10%。,10401,0,0,Icon_Ability_1060001,1,3,0,0,0,0,0,0,0,0,0,0,0,,5,1,0,0,,10,0,10,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
87,0,40,【风】克制魔法生物＋15%,装备角色属性为{element_owner}时，\n对“魔法生物”造成的伤害提升15%。,10401,0,0,Icon_Ability_1060001,1,3,0,0,0,0,0,0,0,0,0,0,0,,5,1,0,0,,10,0,15,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
88,0,20,【光】克制自然生物＋10%,装备角色属性为{element_owner}时，\n对“自然生物”造成的伤害提升10%。,10401,0,0,Icon_Ability_1060002,1,4,0,0,0,0,0,0,0,0,0,0,0,,5,2,0,0,,11,0,10,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
89,0,40,【光】克制自然生物＋15%,装备角色属性为{element_owner}时，\n对“自然生物”造成的伤害提升15%。,10401,0,0,Icon_Ability_1060002,1,4,0,0,0,0,0,0,0,0,0,0,0,,5,2,0,0,,11,0,15,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
90,0,20,【光】HP70% 防＋3%,装备角色属性为{element_owner}且HP在70%以上时，\n防御力提升3%。,10102,0,0,Icon_Ability_1020003,1,4,0,0,1,0,70,0,0,0,0,0,0,,1,3,0,0,,43,0,3,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
91,0,40,【光】HP70% 防＋5%,装备角色属性为{element_owner}且HP在70%以上时，\n防御力提升5%。,10102,0,0,Icon_Ability_1020003,1,4,0,0,1,0,70,0,0,0,0,0,0,,1,3,0,0,,43,0,5,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
92,0,20,克制不死族＋10%,对“不死族”造成的伤害提升10%。,10401,0,0,Icon_Ability_1060005,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,5,0,0,,14,0,10,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
93,0,20,【光】克制不死族＋10%,装备角色属性为{element_owner}时，\n对“不死族”造成的伤害提升10%。,10401,0,0,Icon_Ability_1060005,1,4,0,0,0,0,0,0,0,0,0,0,0,,5,5,0,0,,14,0,10,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
94,0,40,【光】克制不死族＋15%,装备角色属性为{element_owner}时，\n对“不死族”造成的伤害提升15%。,10401,0,0,Icon_Ability_1060005,1,4,0,0,0,0,0,0,0,0,0,0,0,,5,5,0,0,,14,0,15,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
95,0,20,【暗】黑暗特效＋10%,装备角色属性为{element_owner}时，\n对进入“黑暗”状态的敌人造成的伤害提升10%。,10101,0,0,Icon_Ability_1070005,1,5,0,0,0,0,0,0,0,0,0,0,0,,20,5,0,0,,5,0,10,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
96,0,40,【暗】黑暗特效＋15%,装备角色属性为{element_owner}时，\n对进入“黑暗”状态的敌人造成的伤害提升15%。,10101,0,0,Icon_Ability_1070005,1,5,0,0,0,0,0,0,0,0,0,0,0,,20,5,0,0,,5,0,15,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
97,0,40,【风】开场技能槽＋25%,装备角色属性为{element_owner}时，\n任务开始时技能槽提升25%。,10104,0,0,Icon_Ability_1010007,1,3,0,0,15,0,0,0,0,0,0,0,0,技能槽提升,17,0,0,0,,30,0,25,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
98,0,60,【风】开场技能槽＋50%,装备角色属性为{element_owner}时，\n任务开始时技能槽提升50%。,10104,0,0,Icon_Ability_1010007,1,3,0,0,15,0,0,0,0,0,0,0,0,技能槽提升,17,0,0,0,,30,0,50,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
99,0,50,【光】卷刃抗性,装备角色属性为{element_owner}时，\n使敌人能力“卷刃”无效。,10102,0,0,Icon_Ability_1030013,1,4,0,0,0,0,0,0,0,0,0,0,0,,37,3,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
101,0,40,【风】HP70% 回复＋8%,装备角色属性为{element_owner}且HP在70%以上时，\n回复技能效果提升8%。,10103,0,0,Icon_Ability_1020009,1,3,0,0,1,0,70,0,0,0,0,0,0,,8,0,0,0,,29,6,8,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
102,0,50,【风】幻影特效,装备角色属性为{element_owner}时，\n对敌人能力“幻影”产生的分身造成的伤害提升。,10102,0,0,Icon_Ability_1070011,1,3,0,0,0,0,0,0,0,0,0,0,0,,37,2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
103,0,50,【光】暴怒贯穿,装备角色属性为{element_owner}时，\n使敌人能力“暴怒”无效。,10102,0,0,Icon_Ability_1140001,1,4,0,0,0,0,0,0,0,0,0,0,0,,37,4,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
104,0,20,【水】克制不死族＋10%,装备角色属性为{element_owner}时，\n对“不死族”造成的伤害提升10%。,10401,0,0,Icon_Ability_1060005,1,2,0,0,0,0,0,0,0,0,0,0,0,,5,5,0,0,,14,0,10,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0
